"Year","Código","Departamento","Municipio","Categorías","Dotaciones Iniciales","Ciudad capital","Dependencia de las Transferencias","Calificación Dependencia de las Transferencias","Relevancia FBK fijo","Calificación Relevancia FBK fijo","Endeudamiento (Total)","Calificación Endeudamiento Total","Ahorro Corriente","Calificación Ahorro Corriente","Balance Primario","Calificación Balance Primario","Resultados","Calificación Resultados","Holgura","Calificación Holgura","Capacidad de programación y recaudo de ingresos","Calificación capacidad de programación y recaudo de Ingresos","Capacidad de Ejecución de Inversión","Calificación Capacidad de Ejecución de Inversión","Bonificación Esfuerzo Propio","Bono Catastro","Gestión","Gestión +Bonos","Calificación Gestión","Nuevo IDF (sin bonos)","Nuevo IDF","Rango","Municipio_PDET","Codigo.x","Codigo.y"
2020,"05042","ANTIOQUIA","ANTIOQUIA","5","G1",0,46.64594708999,53.35405291001,36.7928955493111,43.2853356674597,22.8322691871534,77.1677308128466,36.020803968503,50,-18.4949097103637,40,52.7614238780633,42.2091391024506,0,0,91.2420144152249,100,68.6621325027244,60,0,0,53.3333333333333,53.3333333333333,10.6666666666667,52.8758057691173,52.8758057691173,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05044","ANTIOQUIA","ANZA","6","G3",0,78.1166628796388,21.8833371203612,18.8979001262807,32.4331889934044,23.5145939298336,76.4854060701664,36.1749914065441,50,17.3555977925296,40,44.1603864367864,35.3283091494291,9.48040289701363,41.2349650821571,124.068104360521,70,93.2239899861544,100,0,0,70.4116550273857,70.4116550273857,14.0823310054771,49.4106401549062,49.4106401549062,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05045","ANTIOQUIA","APARTADO","3","G1",0,70.5849759478166,29.4150240521834,12.6556061517113,14.8888026390261,31.3208855213117,68.6791144786883,44.355467155452,50,13.0205986915976,60,44.5965882339795,35.6772705871836,15.333860814172,55.0722663466707,99.680019139844,100,92.8429586926321,100,0,0,85.0240887822236,85.0240887822236,17.0048177564447,52.6820883436284,52.6820883436284,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05051","ANTIOQUIA","ARBOLETES","6","G4",0,73.1326361987626,26.8673638012374,12.0791544263285,19.6089602916151,28.7857385634267,71.2142614365733,61.5072180171015,80,16.2306149361705,40,47.5381171058851,38.0304936847081,13.9658333504505,60.7443224517868,225.012974305447,0,96.5894140770796,100,0.328134737149357,0,53.5814408172623,53.9095755544116,10.7819151108823,48.7467818481606,48.8124087955904,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05055","ANTIOQUIA","ARGELIA","6","G4",0,71.5930704322359,28.4069295677641,32.3206131139485,52.468376244173,24.3738679674242,75.6261320325758,29.6459217270322,40,15.4944400256724,40,47.3002875689026,37.8402300551221,10.4666804391708,45.5247743290802,129.16932542479,70,82.8652199097325,80,0,0,65.1749247763601,65.1749247763601,13.034984955272,50.8752150103941,50.8752150103941,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05059","ANTIOQUIA","ARMENIA","6","G4",0,73.3758187384429,26.6241812615571,21.1717370058728,34.3696036659469,20.3918532030972,79.6081467969028,41.6882832186065,50,48.5949864655059,0,38.1203863448814,30.4963090759051,11.4914241555077,49.9818920086065,106.000907491448,100,95.0753279975897,100,0,0,83.3272973362022,83.3272973362022,16.6654594672404,47.1617685431455,47.1617685431455,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05079","ANTIOQUIA","BARBOSA","4","G1",0,40.4655390143359,59.5344609856641,19.7046355187939,23.1816971701189,7.72252829099264,92.2774717090074,38.0207348637478,50,23.0318813376808,20,48.9987259729581,39.1989807783665,0,0,51.2197134501042,50,82.6234930394774,80,0.0884216898432764,0,43.3333333333333,43.4217550231766,8.68435100463532,47.8656474450331,47.8833317830018,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05086","ANTIOQUIA","BELMIRA","6","G3",0,58.1484601406678,41.8515398593322,33.1285821652444,56.856346962839,15.8543055889996,84.1456944110004,33.1155557871615,40,28.0524402655943,20,48.5707162466343,38.8565729973075,4.74263280401173,20.6280577097118,136.124460588025,60,91.9567083319833,100,0,0,60.2093525699039,60.2093525699039,12.0418705139808,50.8984435112883,50.8984435112883,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05088","ANTIOQUIA","BELLO","1","G1",0,58.558538497649,41.441461502351,7.44228124657856,8.75553927138049,40.6877503123002,59.3122496876998,59.6042780610432,80,14.8370616380964,60,49.9018500922862,39.921480073829,0,0,86.9015554155009,80,91.1677684617239,100,0,0,60,60,12,51.921480073829,51.921480073829,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05091","ANTIOQUIA","BETANIA","6","G3",0,61.930362047922,38.069637952078,20.5901418945081,35.3374691898652,21.8107743915133,78.1892256084867,37.1653927149141,50,4.96082232857201,100,60.319266550086,48.2554132400688,22.0989400710795,96.1192295393575,192.024666847244,0,91.6048323966628,100,0.204420885952473,0,65.3730765131192,65.5774973990716,13.1154994798143,61.3300285426926,61.3709127198831,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05093","ANTIOQUIA","BETULIA","6","G3",0,73.5499358072152,26.4500641927848,8.29800054592836,14.2412976137595,23.474629810041,76.525370189959,28.1188805051682,40,28.8885319195654,20,35.4433463993007,28.3546771194405,17.4818951702663,76.0374157877758,157.750354863592,0,91.0864595077435,100,0,0,58.6791385959253,58.6791385959253,11.7358277191851,40.0905048386256,40.0905048386256,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05101","ANTIOQUIA","BOLIVAR","6","G2",0,61.719087680441,38.280912319559,18.8250340378423,22.3881347099638,21.0665433215771,78.9334566784229,48.4179240254565,70,12.5082955439023,60,53.9205007415891,43.1364005932713,19.0201274121398,82.7279492462099,106.461314213853,100,95.5610708895046,100,0,0,94.2426497487366,94.2426497487366,18.8485299497473,61.9849305430186,61.9849305430186,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05107","ANTIOQUIA","BRICEÑO","5","G1",0,50.4242495474268,49.5757504525732,34.5955278369327,40.7002224928888,12.7322270453357,87.2677729546643,46.9774694334825,70,12.2043304975354,60,61.5087491800253,49.2069993440202,27.8539562250774,100,159.542272242041,0,91.8211770172724,100,0,0,66.6666666666667,66.6666666666667,13.3333333333333,62.5403326773535,62.5403326773535,"3. Vulnerable (>=60 y <70)",1,"ESPECIAL","ESPECIAL"
2020,"05113","ANTIOQUIA","BURITICA","6","G4",0,62.924928709835,37.075071290165,40.6937875453496,66.0611526211546,17.8835372895437,82.1164627104563,65.3571352819571,100,15.9488853523173,40,65.0505373243552,52.0404298594841,46.0386391521728,100,565.406240329321,0,80.9618791771883,80,0.837865461331046,2,60,62.837865461331,12.5675730922662,64.0404298594841,64.6080029517504,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05120","ANTIOQUIA","CACERES","6","G4",0,72.2607775299791,27.7392224700209,25.196047968973,40.9025571402845,36.1064706186652,63.8935293813348,44.7998102083028,50,17.8925077758407,40,44.5070617983281,35.6056494386624,13.6889603063721,59.5400645284911,153.494228685257,0,101.436099136684,100,0.246827013874976,0,53.180021509497,53.426848523372,10.6853697046744,46.2416537405619,46.2910191433369,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05125","ANTIOQUIA","CAICEDO","6","G4",0,66.6036133633108,33.3963866366892,28.6313662971184,46.4793565012423,17.298777421093,82.701222578907,49.558263857281,70,22.0039841170166,20,50.5153931433677,40.4123145146942,20.7782289083284,90.3748029288798,226.600848215087,0,81.4304585246087,80,0.533094101755736,0,56.7916009762933,57.324695078049,11.4649390156098,51.7706347099528,51.877253530304,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05129","ANTIOQUIA","CALDAS","3","G1",0,40.3514012420515,59.6485987579485,20.1541607377697,23.7105451910167,24.8953746090467,75.1046253909533,55.7772749111959,80,30.6889498392021,0,47.6927538679837,38.154203094387,27.3543019982978,98.2442337017439,100.758460366067,100,85.7851265936989,80,0,0,92.7480779005813,92.7480779005813,18.5496155801163,56.7038186745032,56.7038186745032,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05134","ANTIOQUIA","CAMPAMENTO","6","G4",0,64.327306116575,35.672693883425,21.0862630677061,34.2308476735716,29.4103548459216,70.5896451540784,29.405786164836,40,31.876025116339,0,36.098637342215,28.878909873772,13.7198731968642,59.6745199913949,143.532168436421,50,89.0521660285167,80,0,0,63.2248399971316,63.2248399971316,12.6449679994263,41.5238778731983,41.5238778731983,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05138","ANTIOQUIA","CAÑASGORDAS","6","G4",0,65.6391033935249,34.3608966064751,19.8507779747931,32.2251958478935,37.5038921123854,62.4961078876146,56.6096596109301,80,22.423719766658,20,45.8164400683966,36.6531520547173,43.353496759071,100,240.630065944827,0,95.470520408927,100,0.440807328701402,0,66.6666666666667,67.1074739953681,13.4214947990736,49.9864853880506,50.0746468537909,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05142","ANTIOQUIA","CARACOLI","6","G3",0,63.7097707873338,36.2902292126662,29.6382442424773,50.866115839619,39.8472119212996,60.1527880787004,11.0334112192899,20,9.24852824757108,80,49.4618266261971,39.5694613009577,5.38760403558574,23.433356862275,111.589877662583,80,86.6411554659638,80,0,2,61.144452287425,63.144452287425,12.628890457485,51.7983517584427,52.1983517584427,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05145","ANTIOQUIA","CARAMANTA","6","G3",0,58.1693086688874,41.8306913311126,17.119574017195,29.3811680597308,14.6168642265445,85.3831357734555,4.741470875556,20,12.3686403141703,60,47.3189990328598,37.8551992262878,0,0,122.795734894991,70,93.612399786693,100,0.198500503084285,0,56.6666666666667,56.8651671697509,11.3730334339502,49.1885325596212,49.228232660238,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05147","ANTIOQUIA","CAREPA","6","G2",0,56.6968674684951,43.3031325315049,29.0371988710905,34.5332028945694,22.0754289258654,77.9245710741346,47.9406636671542,70,12.8131925477189,60,57.1521813000418,45.7217450400334,13.5066927085437,58.7472925214673,100.081337293971,100,94.3949436927147,100,0,0,86.2490975071558,86.2490975071558,17.2498195014312,62.9715645414646,62.9715645414646,"3. Vulnerable (>=60 y <70)",1,"ESPECIAL","ESPECIAL"
2020,"05148","ANTIOQUIA","CARMEN DE VIBORAL","4","G1",0,33.588865526118,66.411134473882,24.861692552657,29.2487636902797,31.1143765308564,68.8856234691436,50.4180558895609,70,21.7164482411168,20,50.9091043266611,40.7272834613288,32.3399795672482,100,125.916251358038,70,86.7687182145822,80,0.0800489179629087,0,83.3333333333333,83.4133822512962,16.6826764502592,57.3939501279955,57.4099599115881,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05150","ANTIOQUIA","CAROLINA","6","G2",0,70.5461250576012,29.4538749423988,40.4284706590197,48.0805530238338,8.44055739083805,91.5594426091619,28.0102353257394,40,4.79047806402503,100,61.8187741150789,49.4550192920631,0,0,110.068249089617,80,94.2958272177997,100,0,0,60,60,12,61.4550192920631,61.4550192920631,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05154","ANTIOQUIA","CAUCASIA","5","G1",0,65.4041961611458,34.5958038388542,28.3439009157175,33.3454393013931,29.6475710342704,70.3524289657296,45.9753694455856,70,6.05356698563013,80,57.6587344211954,46.1269875369563,0,0,91.781342893405,100,94.0637479748254,100,0,0,66.6666666666667,66.6666666666667,13.3333333333333,59.4603208702896,59.4603208702896,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05172","ANTIOQUIA","CHIGORODO","6","G2",0,60.1557899453634,39.8442100546366,28.8793855217513,34.3455194876266,37.733544585979,62.266455414021,49.3716652664726,70,5.70044735011748,80,57.2912369912568,45.8329895930055,0,0,169.542974076674,0,92.8205897482693,100,0.203054634694827,0,33.3333333333333,33.5363879680282,6.70727759360563,52.4996562596722,52.5402671866111,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05190","ANTIOQUIA","CISNEROS","6","G2",0,58.5478621139067,41.4521378860933,21.022419245222,25.0014291100485,42.029112207286,57.970887792714,48.181794336106,70,16.7116872542397,40,46.8848909577712,37.5079127662169,25.4463705880671,100,140.996614212496,50,97.3451838383311,100,0.182853309814121,0,83.3333333333333,83.5161866431474,16.7032373286295,54.1745794328836,54.2111500948464,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05197","ANTIOQUIA","COCORNA","6","G3",0,64.0311858138213,35.9688141861787,23.1999076810105,39.8164338587726,12.2043630338122,87.7956369661878,41.0581612845559,50,18.9022574277337,40,50.7161770022278,40.5729416017823,1.30540565140237,5.67785536525913,134.534710420912,60,94.1452470366746,100,0,0,55.2259517884197,55.2259517884197,11.0451903576839,51.6181319594662,51.6181319594662,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05206","ANTIOQUIA","CONCEPCION","6","G3",0,58.5597111246908,41.4402888753092,58.2671661738962,100,5.30966187828048,94.6903381217195,48.8531040181188,70,6.08270620420065,80,77.2261253994057,61.7809003195246,7.85555923987229,34.1677157053091,126.599456813705,70,92.6059657257028,100,0.167239125144237,0,68.055905235103,68.2231443602473,13.6446288720495,75.3920813665452,75.425529191574,"4. Solvente (>=70 y <80)",0,"ESPECIAL","ESPECIAL"
2020,"05209","ANTIOQUIA","CONCORDIA","6","G3",0,70.0462396491014,29.9537603508986,9.78352456208778,16.7908021009452,19.2238803662987,80.7761196337013,35.3276732657933,50,18.1113937531766,40,43.504136417109,34.8033091336872,9.61395465721964,41.8158477965921,131.133693683001,60,95.8562767645941,100,0.0967829465637636,0,67.2719492655307,67.3687322120945,13.4737464424189,48.2576989867934,48.2770555761061,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05212","ANTIOQUIA","COPACABANA","3","G1",0,31.3157009283951,68.6842990716049,25.9242798253908,30.4988541245759,10.5275463431251,89.4724536568749,59.6083474099926,80,42.9864141320284,0,53.7311213706111,42.9848970964889,27.3107288496032,98.0877387341976,116.63768285159,80,97.3180796486222,100,0,0,92.6959129113992,92.6959129113992,18.5391825822798,61.5240796787688,61.5240796787688,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05234","ANTIOQUIA","DABEIBA","6","G4",0,68.0977570743492,31.9022429256508,25.8151278722818,41.9075540807043,30.7410653704376,69.2589346295624,60.2233129847377,80,11.1535765736129,60,56.6137463271835,45.2909970617468,39.7737413073115,100,211.949339016836,0,88.1824782698021,80,0.658292054397896,2,60,62.6582920543979,12.5316584108796,57.2909970617468,57.8226554726264,"2. Riesgo (>=40 y <60)",1,"ESPECIAL","ESPECIAL"
2020,"05237","ANTIOQUIA","DON MATIAS","6","G1",0,46.241186300256,53.758813699744,31.931965057053,37.5666499029325,27.3899853174553,72.6100146825447,48.5976439361419,70,34.1197642433218,0,46.7870956570442,37.4296765256354,32.3809410688922,100,112.323123044238,80,86.9272675792026,80,0,0,86.6666666666667,86.6666666666667,17.3333333333333,54.7630098589687,54.7630098589687,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05240","ANTIOQUIA","EBEJICO","6","G3",0,67.9875200684535,32.0124799315465,6.19350548727229,10.6294949522481,18.1494207947813,81.8505792052187,36.6816574510483,50,29.4130055979311,20,38.8985108178027,31.1188086542421,23.5444503375223,100,130.756577982233,60,98.1678889230085,100,0.0768757750333049,0,86.6666666666667,86.7435424417,17.34870848834,48.4521419875755,48.4675171425821,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05250","ANTIOQUIA","EL BAGRE","5","G2",0,77.6560088464758,22.3439911535242,14.5986839754125,17.3618439559106,18.1099803766073,81.8900196233927,58.3549199744978,80,6.81385099587601,80,56.3191709465655,45.0553367572524,35.5746851739168,100,125.775109468936,70,92.6225039017704,100,0,0,90,90,18,63.0553367572524,63.0553367572524,"3. Vulnerable (>=60 y <70)",1,"ESPECIAL","ESPECIAL"
2020,"05264","ANTIOQUIA","ENTRERRIOS","6","G1",0,33.5238207824239,66.4761792175761,36.120356920329,42.4941214977077,13.5283021533418,86.4716978466582,43.7007873522162,50,36.6558206115957,0,49.0883997123884,39.2707197699107,25.7748927522734,100,101.226859426497,100,96.150686392928,100,0,0,100,100,20,59.2707197699107,59.2707197699107,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05266","ANTIOQUIA","ENVIGADO","1","G1",0,18.435524425012,81.564475574988,32.291446356361,37.9895649378709,12.7598204794625,87.2401795205375,69.5151592513644,100,9.63200093280933,80,77.3588440066793,61.8870752053434,0,0,94.8501747585878,100,84.3830077703692,80,0,0,60,60,12,73.8870752053434,73.8870752053434,"4. Solvente (>=70 y <80)",0,"ESPECIAL","ESPECIAL"
2020,"05282","ANTIOQUIA","FREDONIA","6","G3",0,59.4892716351901,40.5107283648099,11.0035953800795,18.8847272016622,45.6084729852403,54.3915270147597,39.3813155490069,50,32.6757263176002,0,32.7573965162463,26.2059172129971,25.3237399120856,100,117.912809260586,80,93.1378594981517,100,0,0,93.3333333333333,93.3333333333333,18.6666666666667,44.8725838796638,44.8725838796638,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05284","ANTIOQUIA","FRONTINO","6","G4",0,77.014272601043,22.985727398957,12.9863937119887,21.0817470860887,12.7874381731294,87.2125618268706,32.6221924806768,40,12.4360484383695,60,46.2560072623832,37.0048058099066,28.4578083689395,100,127.033482358532,70,99.05644341547,100,0,2,90,92,18.4,55.0048058099066,55.4048058099066,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05306","ANTIOQUIA","GIRALDO","6","G3",0,53.9777703307831,46.0222296692169,30.2941510441503,51.9918043615481,19.4475553542942,80.5524446457058,39.0830790751453,50,21.9010466988025,20,49.7132957352942,39.7706365882353,16.4295169886232,71.4601021393289,158.735770037453,0,90.3215400143618,100,0.181357888399335,0,57.1533673797763,57.3347252681756,11.4669450536351,51.2013100641906,51.2375816418705,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05308","ANTIOQUIA","GIRARDOTA","3","G1",0,27.8210622234634,72.1789377765366,27.2654915595862,32.0767348335833,22.7748993996393,77.2251006003607,53.7792575785688,70,13.6121798619297,60,62.2961546420961,49.8369237136769,25.4544427723775,91.4208019138172,102.212412134023,100,87.215986835314,80,0,2,90.4736006379391,92.4736006379391,18.4947201275878,67.9316438412647,68.3316438412647,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05310","ANTIOQUIA","GOMEZ PLATA","6","G2",0,50.2879669386599,49.7120330613401,27.6534540122203,32.8875502895154,16.6311614256118,83.3688385743882,45.5368184618043,70,30.0601298236114,0,47.1936843850487,37.754947508039,16.9426241398206,73.6918591324517,127.223276045256,70,92.5887372986143,100,0.077259017921139,0,81.2306197108172,81.3078787287384,16.2615757457477,54.0010714502024,54.0165232537867,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05313","ANTIOQUIA","GRANADA","6","G4",0,54.9136605066763,45.0863394933237,48.6081543612027,78.9091135915909,18.1899986901021,81.8100013098979,41.8076022173128,50,20.2261497223512,20,55.1610908789625,44.12887270317,26.7228763073062,100,125.843640568357,70,87.9788327368654,80,0.25361211538791,0,83.3333333333333,83.5869454487212,16.7173890897442,60.7955393698367,60.8462617929142,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05315","ANTIOQUIA","GUADALUPE","6","G3",0,62.7307233280498,37.2692766719502,20.9302225615849,35.9211266583987,11.1566980595125,88.8433019404875,32.8250710515247,40,29.8984597920059,20,44.4067410541673,35.5253928433338,13.4606249435866,58.546921007719,84.3826233627209,80,89.8816814579169,80,0,0,72.8489736692397,72.8489736692397,14.5697947338479,50.0951875771817,50.0951875771817,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05318","ANTIOQUIA","GUARNE","3","G1",0,28.9560756046894,71.0439243953106,31.78516412583,37.393944615963,13.9407684544677,86.0592315455323,67.8702465897766,100,33.2256266736968,0,58.8994201113612,47.1195360890889,39.3494542522708,100,59.8576019025256,50,92.7701966240435,100,0,0,83.3333333333333,83.3333333333333,16.6666666666667,63.7862027557556,63.7862027557556,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05321","ANTIOQUIA","GUATAPE","6","G1",0,31.0888460804095,68.9111539195905,43.3331559774945,50.9796843660314,11.6938879952471,88.3061120047529,52.5870859753961,70,19.4338688396224,40,63.639390058075,50.91151204646,31.3188346472828,100,120.721936197109,70,70.1636785659811,70,0,0,80,80,16,66.91151204646,66.91151204646,"3. Vulnerable (>=60 y <70)",0,"ESPECIAL","ESPECIAL"
2020,"05347","ANTIOQUIA","HELICONIA","6","G3",0,67.5036603019162,32.4963396980838,24.0252270748537,41.2328737648769,24.4519984865349,75.5480015134651,38.6418043345123,50,29.9680471580275,20,43.8554429952851,35.0843543962281,24.7920069779374,100,191.259477789586,0,96.4052160559442,100,0.246090634825336,0,66.6666666666667,66.912757301492,13.3825514602984,48.4176877295615,48.4669058565265,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
2020,"05353","ANTIOQUIA","HISPANIA","6","G2",0,67.1958241787186,32.8041758212814,51.3207139447919,61.0344212338653,22.3178614340987,77.6821385659013,57.953013787492,80,25.8838337451999,20,54.3041471242096,43.4433176993677,37.9042193418393,100,235.362508658249,0,91.512207748908,100,0.505327334054659,0,66.6666666666667,67.1719940007213,13.4343988001443,56.776651032701,56.8777164995119,"2. Riesgo (>=40 y <60)",0,"ESPECIAL","ESPECIAL"
